"","gsl","states","entities","sumlevel","program_label","program","sub_program","name","code","total_units","pct_occupied","number_reported","pct_reported","months_since_report","pct_movein","people_per_unit","people_total","rent_per_month","spending_per_month","hh_income","person_income","pct_lt5k","pct_5k_lt10k","pct_10k_lt15k","pct_15k_lt20k","pct_ge20k","pct_wage_major","pct_welfare_major","pct_other_major","pct_median","pct_lt50_median","pct_lt30_median","pct_2adults","pct_1adult","pct_female_head","pct_female_head_child","pct_disabled_lt62","pct_disabled_ge62","pct_disabled_all","pct_lt24_head","pct_age25_50","pct_age51_61","pct_age62plus","pct_age85plus","pct_minority","pct_black_nonhsp","pct_native_american_nonhsp","pct_asian_pacific_nonhsp","pct_white_nothsp","pct_black_hsp","pct_wht_hsp","pct_oth_hsp","pct_hispanic","pct_multi","months_waiting","months_from_movein","pct_utility_allow","ave_util_allow","pct_bed1","pct_bed2","pct_bed3","pct_overhoused","tpoverty","tminority","tpct_ownsfd","fedhse","cbsa","place","latitude","longitude","state","pha_total_units","ha_size","Quarter"
"2833","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023001903",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Middlesex County 001903","34023001903",14,88,14,100,6,7,2.1,29,640,1199,27606,13327,7,14,7,29,43,43,-1,57,27,93,64,-1,29,71,29,25,67,31,-1,29,29,43,-1,64,50,-1,-1,36,-1,14,-1,14,0,-1,137,100,106,50,36,14,7,6,38,50,"NA","35620","99999","NA","NA","NJ","NA","NA",2021-12-31
"2834","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023001903",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Middlesex County 001903","34023001903",14,88,14,100,6,7,2.1,29,640,1199,27606,13327,7,14,7,29,43,43,-1,57,27,93,64,-1,29,71,29,25,67,31,-1,29,29,43,-1,64,50,-1,-1,36,-1,14,-1,14,0,-1,137,100,106,50,36,14,7,6,38,50,"NA","35620","99999","NA","NA","NJ","NA","NA",2021-12-31
"2835","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002000",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Middlesex County 002000","34023002000",7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","45690","NA","NA","NJ","NA","NA",2021-12-31
"2836","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002000",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Middlesex County 002000","34023002000",7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","45690","NA","NA","NJ","NA","NA",2021-12-31
"2837","Census tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002101",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Middlesex County 002101","34023002101",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NA","NA","NA","NA","NA","NJ","NA","NA",2021-12-31
"2838","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002102",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Middlesex County 002102","34023002102",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","45690","NA","NA","NJ","NA","NA",2021-12-31
"2839","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002102",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Middlesex County 002102","34023002102",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","45690","NA","NA","NJ","NA","NA",2021-12-31
"2840","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002200",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Middlesex County 002200","34023002200",124,99,124,100,7,6,1.2,148,323,1394,14379,12047,4,31,34,13,19,3,-1,97,16,100,93,-1,-1,65,-1,-1,1,1,-1,1,-1,99,33,37,6,-1,24,61,-1,1,6,7,1,-1,115,2,122,97,3,-1,-1,5,26,60,"NA","35620","45690","NA","NA","NJ","NA","NA",2021-12-31
"2841","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002200",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Middlesex County 002200","34023002200",2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","45690","NA","NA","NJ","NA","NA",2021-12-31
"2842","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002200",7,"Project Based Section 8",5,"NA","NJ New Jersey Middlesex County 002200","34023002200",122,99,121,100,7,6,1.2,143,325,1390,14503,12271,4,31,33,13,19,3,-1,97,17,100,93,-1,-1,65,-1,-1,-1,0,-1,-1,-1,100,34,38,6,-1,25,60,-1,1,7,7,1,-1,114,-1,-1,98,2,-1,-1,5,26,60,"NA","35620","45690","NA","NA","NJ","NA","NA",2021-12-31
"2843","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002301",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Middlesex County 002301","34023002301",67,100,71,100,7,7,1.2,88,392,833,17791,14354,3,20,28,17,32,4,-1,96,20,99,80,1,-1,65,-1,90,15,22,-1,6,8,86,11,49,18,-1,14,51,-1,17,-1,17,0,11,41,100,34,97,1,1,-1,1,26,96,"NA","35620","14380","NA","NA","NJ","NA","NA",2021-12-31
"2844","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002301",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Middlesex County 002301","34023002301",67,100,71,100,7,7,1.2,88,392,833,17791,14354,3,20,28,17,32,4,-1,96,20,99,80,1,-1,65,-1,90,15,22,-1,6,8,86,11,49,18,-1,14,51,-1,17,-1,17,0,11,41,100,34,97,1,1,-1,1,26,96,"NA","35620","14380","NA","NA","NJ","NA","NA",2021-12-31
"2845","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002302",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Middlesex County 002302","34023002302",2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","14380","NA","NA","NJ","NA","NA",2021-12-31
"2846","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002302",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Middlesex County 002302","34023002302",2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","14380","NA","NA","NJ","NA","NA",2021-12-31
"2847","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002401",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Middlesex County 002401","34023002401",8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","14380","NA","NA","NJ","NA","NA",2021-12-31
"2848","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002401",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Middlesex County 002401","34023002401",7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","14380","NA","NA","NJ","NA","NA",2021-12-31
"2849","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002401",7,"Project Based Section 8",5,"NA","NJ New Jersey Middlesex County 002401","34023002401",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","14380","NA","NA","NJ","NA","NA",2021-12-31
"2850","Census tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002402",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Middlesex County 002402","34023002402",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"NA","NA","NA","NA","NA","NJ","NA","NA",2021-12-31
"2851","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002500",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Middlesex County 002500","34023002500",79,100,83,100,7,7,1.6,129,350,846,14438,9290,1,26,45,16,12,8,-1,90,15,100,94,1,6,55,7,38,30,22,-1,10,6,84,10,77,10,-1,52,23,-1,14,1,16,1,35,53,12,220,89,-1,11,4,9,63,90,"NA","35620","34470","NA","NA","NJ","NA","NA",2021-12-31
"2852","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002500",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Middlesex County 002500","34023002500",79,100,83,100,7,7,1.6,129,350,846,14438,9290,1,26,45,16,12,8,-1,90,15,100,94,1,6,55,7,38,30,22,-1,10,6,84,10,77,10,-1,52,23,-1,14,1,16,1,35,53,12,220,89,-1,11,4,9,63,90,"NA","35620","34470","NA","NA","NJ","NA","NA",2021-12-31
"2853","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002603",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Middlesex County 002603","34023002603",21,98,23,100,5,4,2.4,55,691,1005,24044,10055,4,-1,26,13,57,22,-1,78,23,96,78,-1,30,78,30,17,45,16,-1,43,13,43,-1,91,61,-1,4,9,4,22,-1,26,0,-1,126,100,131,39,22,39,13,5,70,37,"NA","35620","34470","NA","NA","NJ","NA","NA",2021-12-31
"2854","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002603",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Middlesex County 002603","34023002603",21,98,23,100,5,4,2.4,55,691,1005,24044,10055,4,-1,26,13,57,22,-1,78,23,96,78,-1,30,78,30,17,45,16,-1,43,13,43,-1,91,61,-1,4,9,4,22,-1,26,0,-1,126,100,131,39,22,39,13,5,70,37,"NA","35620","34470","NA","NA","NJ","NA","NA",2021-12-31
"2855","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002604",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Middlesex County 002604","34023002604",12,99,13,100,5,-1,3.9,51,785,922,29386,7491,-1,8,17,17,58,38,-1,54,25,85,62,15,69,92,77,31,-1,16,-1,69,31,-1,-1,77,62,-1,-1,23,-1,15,-1,15,0,-1,111,92,206,8,15,77,8,3,48,90,"NA","35620","34470","NA","NA","NJ","NA","NA",2021-12-31
"2856","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002604",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Middlesex County 002604","34023002604",12,99,13,100,5,-1,3.9,51,785,922,29386,7491,-1,8,17,17,58,38,-1,54,25,85,62,15,69,92,77,31,-1,16,-1,69,31,-1,-1,77,62,-1,-1,23,-1,15,-1,15,0,-1,111,92,206,8,15,77,8,3,48,90,"NA","35620","34470","NA","NA","NJ","NA","NA",2021-12-31
"2857","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002605",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Middlesex County 002605","34023002605",18,98,18,100,6,22,1.3,24,340,913,12667,9500,6,19,50,13,13,6,-1,83,14,100,94,6,11,94,17,36,57,33,-1,22,39,39,-1,72,44,-1,-1,28,-1,28,-1,28,0,76,137,100,70,89,6,6,-1,3,30,64,"NA","35620","14380","NA","NA","NJ","NA","NA",2021-12-31
"2858","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002605",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Middlesex County 002605","34023002605",18,98,18,100,6,22,1.3,24,340,913,12667,9500,6,19,50,13,13,6,-1,83,14,100,94,6,11,94,17,36,57,33,-1,22,39,39,-1,72,44,-1,-1,28,-1,28,-1,28,0,76,137,100,70,89,6,6,-1,3,30,64,"NA","35620","14380","NA","NA","NJ","NA","NA",2021-12-31
"2859","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002701",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Middlesex County 002701","34023002701",32,98,34,100,5,15,1.9,65,612,944,22640,11842,3,12,21,18,47,50,-1,50,23,97,76,3,35,85,38,21,60,18,-1,65,21,15,-1,74,59,-1,-1,26,3,12,-1,15,0,21,113,100,114,59,29,12,3,3,66,40,"NA","35620","02350","NA","NA","NJ","NA","NA",2021-12-31
"2860","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002701",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Middlesex County 002701","34023002701",32,98,34,100,5,15,1.9,65,612,944,22640,11842,3,12,21,18,47,50,-1,50,23,97,76,3,35,85,38,21,60,18,-1,65,21,15,-1,74,59,-1,-1,26,3,12,-1,15,0,21,113,100,114,59,29,12,3,3,66,40,"NA","35620","02350","NA","NA","NJ","NA","NA",2021-12-31
"2861","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002703",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Middlesex County 002703","34023002703",89,99,93,100,6,6,1.5,144,453,898,18864,12183,3,16,18,18,46,17,-1,80,20,99,83,-1,17,78,17,51,37,38,-1,30,30,40,9,58,25,-1,1,42,3,27,2,32,1,48,139,100,90,69,24,8,4,6,47,51,"NA","35620","02350","NA","NA","NJ","NA","NA",2021-12-31
"2862","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002703",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Middlesex County 002703","34023002703",89,99,93,100,6,6,1.5,144,453,898,18864,12183,3,16,18,18,46,17,-1,80,20,99,83,-1,17,78,17,51,37,38,-1,30,30,40,9,58,25,-1,1,42,3,27,2,32,1,48,139,100,90,69,24,8,4,6,47,51,"NA","35620","02350","NA","NA","NJ","NA","NA",2021-12-31
"2863","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002805",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Middlesex County 002805","34023002805",6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","81950","NA","NA","NJ","NA","NA",2021-12-31
"2864","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002805",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Middlesex County 002805","34023002805",6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","81950","NA","NA","NJ","NA","NA",2021-12-31
"2865","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002901",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Middlesex County 002901","34023002901",10,99,11,100,5,18,2.3,25,439,939,17113,7530,10,20,30,10,30,18,-1,73,16,100,82,9,18,91,27,25,67,28,-1,45,27,27,-1,55,36,-1,-1,45,-1,18,-1,18,0,47,109,100,109,45,36,18,18,1,44,46,"NA","35620","60540","NA","NA","NJ","NA","NA",2021-12-31
"2866","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002901",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Middlesex County 002901","34023002901",10,99,11,100,5,18,2.3,25,439,939,17113,7530,10,20,30,10,30,18,-1,73,16,100,82,9,18,91,27,25,67,28,-1,45,27,27,-1,55,36,-1,-1,45,-1,18,-1,18,0,47,109,100,109,45,36,18,18,1,44,46,"NA","35620","60540","NA","NA","NJ","NA","NA",2021-12-31
"2867","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002902",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Middlesex County 002902","34023002902",150,100,158,100,7,6,1.3,200,391,846,16432,12981,1,19,35,20,25,11,1,87,19,97,89,1,8,66,8,65,31,34,1,13,13,73,6,49,8,-1,9,51,-1,32,-1,32,0,18,63,96,70,84,9,6,5,11,41,50,"NA","35620","81950","NA","NA","NJ","NA","NA",2021-12-31
"2868","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023002902",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Middlesex County 002902","34023002902",150,100,158,100,7,6,1.3,200,391,846,16432,12981,1,19,35,20,25,11,1,87,19,97,89,1,8,66,8,65,31,34,1,13,13,73,6,49,8,-1,9,51,-1,32,-1,32,0,18,63,96,70,84,9,6,5,11,41,50,"NA","35620","81950","NA","NA","NJ","NA","NA",2021-12-31
"2869","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023003001",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Middlesex County 003001","34023003001",121,100,128,100,6,4,2.5,317,568,843,25646,10355,7,17,21,8,47,41,-1,53,24,88,69,5,39,90,43,21,36,14,-1,48,23,28,2,74,20,-1,2,26,2,50,-1,52,0,17,52,98,109,16,49,35,20,7,36,70,"NA","35620","81950","NA","NA","NJ","NA","NA",2021-12-31
"2870","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023003001",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Middlesex County 003001","34023003001",121,100,128,100,6,4,2.5,317,568,843,25646,10355,7,17,21,8,47,41,-1,53,24,88,69,5,39,90,43,21,36,14,-1,48,23,28,2,74,20,-1,2,26,2,50,-1,52,0,17,52,98,109,16,49,35,20,7,36,70,"NA","35620","81950","NA","NA","NJ","NA","NA",2021-12-31
"2871","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023003002",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Middlesex County 003002","34023003002",24,92,23,100,5,4,2.1,49,702,962,23387,10978,9,4,9,35,43,39,-1,57,23,96,78,-1,30,78,17,29,67,27,-1,57,17,26,-1,96,61,-1,4,4,-1,30,-1,30,0,30,152,96,151,22,70,9,9,2,74,12,"NA","35620","34470","NA","NA","NJ","NA","NA",2021-12-31
"2872","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023003002",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Middlesex County 003002","34023003002",23,91,22,100,5,5,2.2,48,727,945,24150,11069,9,-1,9,36,45,41,-1,55,24,95,77,-1,32,82,18,29,80,27,-1,59,18,23,-1,95,64,-1,5,5,-1,27,-1,27,0,30,158,100,151,18,73,9,9,2,74,12,"NA","35620","34470","NA","NA","NJ","NA","NA",2021-12-31
"2873","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023003002",7,"Project Based Section 8",5,"NA","NJ New Jersey Middlesex County 003002","34023003002",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","34470","NA","NA","NJ","NA","NA",2021-12-31
"2874","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023003101",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Middlesex County 003101","34023003101",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","24030","NA","NA","NJ","NA","NA",2021-12-31
"2875","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023003101",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Middlesex County 003101","34023003101",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","24030","NA","NA","NJ","NA","NA",2021-12-31
"2876","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023003102",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Middlesex County 003102","34023003102",10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","24030","NA","NA","NJ","NA","NA",2021-12-31
"2877","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023003102",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Middlesex County 003102","34023003102",10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","24030","NA","NA","NJ","NA","NA",2021-12-31
"2878","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023003201",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Middlesex County 003201","34023003201",11,99,11,100,7,-1,2.3,25,529,883,16430,7229,10,30,30,10,20,27,-1,64,15,100,82,-1,45,82,36,33,50,20,-1,64,18,18,-1,82,18,-1,-1,18,-1,64,-1,64,0,-1,114,82,184,18,55,27,27,5,33,91,"NA","35620","24030","NA","NA","NJ","NA","NA",2021-12-31
"2879","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023003201",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Middlesex County 003201","34023003201",11,99,11,100,7,-1,2.3,25,529,883,16430,7229,10,30,30,10,20,27,-1,64,15,100,82,-1,45,82,36,33,50,20,-1,64,18,18,-1,82,18,-1,-1,18,-1,64,-1,64,0,-1,114,82,184,18,55,27,27,5,33,91,"NA","35620","24030","NA","NA","NJ","NA","NA",2021-12-31
"2880","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023003203",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Middlesex County 003203","34023003203",89,100,94,100,6,9,1.6,147,385,860,16148,10326,3,12,37,22,27,12,-1,86,18,100,93,-1,15,67,15,42,46,31,1,19,13,67,7,61,14,-1,6,39,2,38,-1,40,1,35,66,26,157,77,10,14,7,2,37,67,"NA","35620","24030","NA","NA","NJ","NA","NA",2021-12-31
"2881","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023003203",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Middlesex County 003203","34023003203",89,100,94,100,6,9,1.6,147,385,860,16148,10326,3,12,37,22,27,12,-1,86,18,100,93,-1,15,67,15,42,46,31,1,19,13,67,7,61,14,-1,6,39,2,38,-1,40,1,35,66,26,157,77,10,14,7,2,37,67,"NA","35620","24030","NA","NA","NJ","NA","NA",2021-12-31
"2882","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023003300",7,"Summary of All HUD Programs",1,"NA","NJ New Jersey Middlesex County 003300","34023003300",130,98,136,100,5,2,1.6,212,445,937,17297,11096,8,22,31,10,29,26,1,70,18,94,84,1,18,88,18,31,56,29,-1,26,33,40,1,90,17,1,1,10,2,69,-1,71,0,32,173,98,86,52,36,12,18,11,65,34,"NA","35620","24030","NA","NA","NJ","NA","NA",2021-12-31
"2883","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023003300",7,"Housing Choice Vouchers",3,"NA","NJ New Jersey Middlesex County 003300","34023003300",129,98,135,100,5,2,1.6,211,447,937,17352,11102,8,21,32,10,29,26,1,70,18,94,84,1,19,88,19,31,57,29,-1,27,33,40,1,90,17,1,1,10,2,70,-1,72,0,32,172,98,87,52,36,12,19,11,65,34,"NA","35620","24030","NA","NA","NJ","NA","NA",2021-12-31
"2884","Census Tract","NJ New Jersey","NJ New Jersey 023 Middlesex County 34023003300",7,"Project Based Section 8",5,"NA","NJ New Jersey Middlesex County 003300","34023003300",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,"NA","35620","24030","NA","NA","NJ","NA","NA",2021-12-31
